Date,Product,Category,Region,Quantity,Unit_Price,Discount_%,Revenue,Cost,Profit,Month,Month_Str
2024-12-18,Blender,Home & Kitchen,West,3,52.77,0,158.31,93.05,65.26,2024-12,Dec 2024
2024-04-20,Yoga Mat,Sports,West,2,35.41,5,67.28,40.26,27.02,2024-04,Apr 2024
2024-08-11,Jump Rope,Sports,North,2,12.38,0,24.76,14.82,9.94,2024-08,Aug 2024
2024-04-21,Business Strategy,Books,North,5,22.17,0,110.85,68.68,42.17,2024-04,Apr 2024
2024-01-14,Self Help Book,Books,West,1,19.65,0,19.65,10.13,9.52,2024-01,Jan 2024
2024-05-11,Laptop Stand,Electronics,Central,5,46.29,0,231.45,114.21,117.24,2024-05,May 2024
2024-12-24,Bluetooth Speaker,Electronics,North,5,58.88,0,294.4,143.16,151.24,2024-12,Dec 2024
2024-01-04,Running Shoes,Clothing,East,5,77.13,0,385.65,218.28,167.37,2024-01,Jan 2024
2024-01-24,Knife Set,Home & Kitchen,North,2,45.89,0,91.78,41.72,50.06,2024-01,Jan 2024
2024-04-18,Yoga Pants,Clothing,North,4,42.28,0,169.12,102.78,66.34,2024-04,Apr 2024
2024-07-01,Cutting Board,Home & Kitchen,North,1,24.67,0,24.67,12.19,12.48,2024-07,Jul 2024
2024-11-08,Blender,Home & Kitchen,West,4,52.79,0,211.16,121.95,89.21,2024-11,Nov 2024
2024-02-16,Yoga Pants,Clothing,West,4,39.07,0,156.28,88.7,67.58,2024-02,Feb 2024
2024-09-15,Bluetooth Speaker,Electronics,Central,5,67.6,0,338.0,191.75,146.25,2024-09,Sep 2024
2024-09-01,Blender,Home & Kitchen,South,3,52.35,0,157.05,98.08,58.97,2024-09,Sep 2024
2024-03-14,Finance 101,Books,East,5,24.99,0,124.95,57.47,67.48,2024-03,Mar 2024
2024-11-08,Protein Shaker,Sports,South,4,15.8,0,63.2,36.15,27.05,2024-11,Nov 2024
2024-02-05,USB-C Hub,Electronics,West,5,31.98,0,159.9,80.98,78.92,2024-02,Feb 2024
2024-09-26,Laptop Stand,Electronics,South,2,42.95,0,85.9,46.38,39.52,2024-09,Sep 2024
2024-08-15,Self Help Book,Books,North,3,16.43,10,44.36,21.2,23.16,2024-08,Aug 2024
2024-03-10,Air Fryer,Home & Kitchen,West,2,103.6,0,207.2,98.54,108.66,2024-03,Mar 2024
2024-05-21,Gym Gloves,Sports,North,1,17.98,15,15.28,7.32,7.96,2024-05,May 2024
2024-12-10,Cutting Board,Home & Kitchen,East,5,25.54,0,127.7,60.38,67.32,2024-12,Dec 2024
2024-11-22,USB-C Hub,Electronics,South,1,35.16,0,35.16,21.87,13.29,2024-11,Nov 2024
2024-06-25,Air Fryer,Home & Kitchen,West,1,101.24,0,101.24,62.71,38.53,2024-06,Jun 2024
2024-04-21,Winter Hoodie,Clothing,Central,1,56.86,0,56.86,30.27,26.59,2024-04,Apr 2024
2024-10-20,Knife Set,Home & Kitchen,North,4,43.7,15,148.58,90.46,58.12,2024-10,Oct 2024
2024-03-08,Winter Hoodie,Clothing,North,4,55.21,0,220.84,138.15,82.69,2024-03,Mar 2024
2024-06-16,Jump Rope,Sports,South,2,12.6,0,25.2,14.12,11.08,2024-06,Jun 2024
2024-04-06,Laptop Stand,Electronics,Central,2,44.98,0,89.96,52.3,37.66,2024-04,Apr 2024
2024-07-15,Python Programming,Books,North,3,26.3,0,78.9,36.99,41.91,2024-07,Jul 2024
2024-03-25,Running Shoes,Clothing,East,1,73.44,10,66.1,36.79,29.31,2024-03,Mar 2024
2024-09-19,USB-C Hub,Electronics,East,3,34.04,5,97.01,46.93,50.08,2024-09,Sep 2024
2024-01-08,Knife Set,Home & Kitchen,North,5,47.09,5,223.68,114.67,109.01,2024-01,Jan 2024
2024-01-12,Business Strategy,Books,Central,3,22.02,10,59.45,31.72,27.73,2024-01,Jan 2024
2024-06-10,Gym Gloves,Sports,West,4,19.79,15,67.29,39.11,28.18,2024-06,Jun 2024
2024-12-18,Bluetooth Speaker,Electronics,East,4,67.85,5,257.83,120.12,137.71,2024-12,Dec 2024
2024-09-21,Cutting Board,Home & Kitchen,South,4,27.09,0,108.36,65.22,43.14,2024-09,Sep 2024
2024-12-29,Resistance Bands,Sports,West,1,19.43,0,19.43,11.96,7.47,2024-12,Dec 2024
2024-06-04,Denim Jacket,Clothing,North,2,55.21,0,110.42,52.82,57.6,2024-06,Jun 2024
2024-10-05,Denim Jacket,Clothing,West,1,64.1,0,64.1,41.4,22.7,2024-10,Oct 2024
2024-03-06,Knife Set,Home & Kitchen,West,3,46.68,0,140.04,67.92,72.12,2024-03,Mar 2024
2024-09-03,Jump Rope,Sports,Central,3,12.47,0,37.41,19.12,18.29,2024-09,Sep 2024
2024-10-28,Laptop Stand,Electronics,West,4,48.94,5,185.97,112.18,73.79,2024-10,Oct 2024
2024-04-24,Finance 101,Books,Central,1,25.8,0,25.8,12.48,13.32,2024-04,Apr 2024
2024-07-08,Casual T-Shirt,Clothing,South,3,19.65,5,56.0,30.57,25.43,2024-07,Jul 2024
2024-05-29,Smart Watch,Electronics,Central,1,142.81,10,128.53,77.22,51.31,2024-05,May 2024
2024-07-24,Self Help Book,Books,Central,1,17.3,5,16.43,8.32,8.11,2024-07,Jul 2024
2024-10-12,Gym Gloves,Sports,East,1,16.24,0,16.24,8.29,7.95,2024-10,Oct 2024
2024-11-29,Blender,Home & Kitchen,North,1,50.03,10,45.03,27.94,17.09,2024-11,Nov 2024
2024-09-11,Air Fryer,Home & Kitchen,Central,5,105.7,0,528.5,283.19,245.31,2024-09,Sep 2024
2024-05-28,Smart Watch,Electronics,East,5,141.62,0,708.1,387.81,320.29,2024-05,May 2024
2024-11-19,Air Fryer,Home & Kitchen,Central,3,105.52,5,300.73,169.72,131.01,2024-11,Nov 2024
2024-06-22,Knife Set,Home & Kitchen,Central,1,43.57,0,43.57,21.09,22.48,2024-06,Jun 2024
2024-06-27,Jump Rope,Sports,West,4,12.42,0,49.68,24.68,25.0,2024-06,Jun 2024
2024-07-12,Business Strategy,Books,West,2,21.88,15,37.2,18.74,18.46,2024-07,Jul 2024
2024-03-01,Running Shoes,Clothing,North,4,76.56,10,275.62,137.2,138.42,2024-03,Mar 2024
2024-08-28,Running Shoes,Clothing,South,3,70.44,0,211.32,106.96,104.36,2024-08,Aug 2024
2024-02-18,Bluetooth Speaker,Electronics,East,1,61.35,0,61.35,28.93,32.42,2024-02,Feb 2024
2024-07-10,Winter Hoodie,Clothing,South,2,52.73,10,94.91,50.25,44.66,2024-07,Jul 2024
2024-10-03,Wireless Headphones,Electronics,West,3,95.76,0,287.28,130.98,156.3,2024-10,Oct 2024
2024-05-06,Blender,Home & Kitchen,East,5,53.84,0,269.2,143.27,125.93,2024-05,May 2024
2024-08-27,Gym Gloves,Sports,South,1,19.17,10,17.25,10.6,6.65,2024-08,Aug 2024
2024-06-06,Laptop Stand,Electronics,North,5,47.97,0,239.85,149.74,90.11,2024-06,Jun 2024
2024-05-06,USB-C Hub,Electronics,South,4,34.08,0,136.32,72.77,63.55,2024-05,May 2024
2024-08-30,Data Science Guide,Books,South,1,32.65,0,32.65,19.12,13.53,2024-08,Aug 2024
2024-07-28,Yoga Pants,Clothing,East,3,43.31,0,129.93,81.17,48.76,2024-07,Jul 2024
2024-04-02,Blender,Home & Kitchen,West,3,55.37,0,166.11,75.14,90.97,2024-04,Apr 2024
2024-11-06,Yoga Pants,Clothing,South,5,39.19,10,176.36,107.86,68.5,2024-11,Nov 2024
2024-10-20,Wireless Headphones,Electronics,West,4,87.0,5,330.6,175.48,155.12,2024-10,Oct 2024
2024-05-01,Wireless Headphones,Electronics,South,4,84.13,0,336.52,181.73,154.79,2024-05,May 2024
2024-12-25,Air Fryer,Home & Kitchen,South,3,100.63,0,301.89,172.14,129.75,2024-12,Dec 2024
2024-10-16,Air Fryer,Home & Kitchen,East,4,97.62,0,390.48,245.23,145.25,2024-10,Oct 2024
2024-07-20,Casual T-Shirt,Clothing,South,4,19.52,0,78.08,41.16,36.92,2024-07,Jul 2024
2024-10-20,Business Strategy,Books,South,5,22.14,5,105.16,59.53,45.63,2024-10,Oct 2024
2024-11-20,Knife Set,Home & Kitchen,North,3,45.29,0,135.87,63.84,72.03,2024-11,Nov 2024
2024-08-21,Laptop Stand,Electronics,South,3,40.71,0,122.13,66.16,55.97,2024-08,Aug 2024
2024-02-06,Bluetooth Speaker,Electronics,West,2,63.37,0,126.74,68.29,58.45,2024-02,Feb 2024
2024-03-17,Yoga Mat,Sports,Central,3,38.23,0,114.69,60.45,54.24,2024-03,Mar 2024
2024-10-31,Casual T-Shirt,Clothing,Central,5,20.17,0,100.85,62.2,38.65,2024-10,Oct 2024
2024-04-18,Denim Jacket,Clothing,West,3,56.13,0,168.39,98.59,69.8,2024-04,Apr 2024
2024-04-01,Laptop Stand,Electronics,East,5,44.5,0,222.5,121.88,100.62,2024-04,Apr 2024
2024-12-03,Running Shoes,Clothing,West,1,79.39,0,79.39,47.33,32.06,2024-12,Dec 2024
2024-06-12,Bluetooth Speaker,Electronics,East,3,60.22,0,180.66,102.94,77.72,2024-06,Jun 2024
2024-09-02,Casual T-Shirt,Clothing,North,3,20.2,0,60.6,35.52,25.08,2024-09,Sep 2024
2024-01-17,Denim Jacket,Clothing,Central,3,59.55,15,151.85,83.01,68.84,2024-01,Jan 2024
2024-03-15,Resistance Bands,Sports,East,1,20.25,0,20.25,11.57,8.68,2024-03,Mar 2024
2024-06-27,Protein Shaker,Sports,East,5,16.44,0,82.2,50.59,31.61,2024-06,Jun 2024
2024-06-11,Self Help Book,Books,West,1,16.41,0,16.41,9.49,6.92,2024-06,Jun 2024
2024-11-18,Laptop Stand,Electronics,South,3,40.78,15,103.99,51.39,52.6,2024-11,Nov 2024
2024-12-14,Coffee Maker,Home & Kitchen,East,3,84.88,0,254.64,146.8,107.84,2024-12,Dec 2024
2024-05-31,Knife Set,Home & Kitchen,West,3,42.4,10,114.48,51.72,62.76,2024-05,May 2024
2024-11-22,Resistance Bands,Sports,West,3,20.95,5,59.71,35.71,24.0,2024-11,Nov 2024
2024-07-19,Bluetooth Speaker,Electronics,West,1,69.5,0,69.5,32.51,36.99,2024-07,Jul 2024
2024-12-23,Casual T-Shirt,Clothing,South,3,19.4,0,58.2,35.6,22.6,2024-12,Dec 2024
2024-03-23,Resistance Bands,Sports,North,3,21.48,0,64.44,30.45,33.99,2024-03,Mar 2024
2024-07-06,Self Help Book,Books,West,2,16.46,0,32.92,16.76,16.16,2024-07,Jul 2024
2024-04-29,Laptop Stand,Electronics,West,3,40.7,0,122.1,75.51,46.59,2024-04,Apr 2024
2024-02-22,Cutting Board,Home & Kitchen,North,3,25.74,0,77.22,48.47,28.75,2024-02,Feb 2024
2024-02-23,Coffee Maker,Home & Kitchen,East,4,81.17,0,324.68,176.18,148.5,2024-02,Feb 2024
2024-01-22,Bluetooth Speaker,Electronics,West,4,60.36,0,241.44,121.75,119.69,2024-01,Jan 2024
2024-12-19,Denim Jacket,Clothing,North,3,57.26,0,171.78,80.83,90.95,2024-12,Dec 2024
2024-04-05,Bluetooth Speaker,Electronics,North,1,59.31,5,56.34,25.4,30.94,2024-04,Apr 2024
2024-06-04,Wireless Headphones,Electronics,North,3,94.82,0,284.46,160.15,124.31,2024-06,Jun 2024
2024-11-02,Jump Rope,Sports,West,5,11.81,0,59.05,37.63,21.42,2024-11,Nov 2024
2024-08-05,Air Fryer,Home & Kitchen,West,5,96.78,0,483.9,285.87,198.03,2024-08,Aug 2024
2024-01-13,Bluetooth Speaker,Electronics,West,5,71.06,0,355.3,227.45,127.85,2024-01,Jan 2024
2024-07-29,Air Fryer,Home & Kitchen,North,4,108.89,0,435.56,239.43,196.13,2024-07,Jul 2024
2024-05-25,Running Shoes,Clothing,East,3,73.05,0,219.15,132.26,86.89,2024-05,May 2024
2024-01-16,Winter Hoodie,Clothing,South,1,56.73,0,56.73,35.51,21.22,2024-01,Jan 2024
2024-08-24,Bluetooth Speaker,Electronics,West,2,63.63,10,114.53,54.42,60.11,2024-08,Aug 2024
2024-01-28,Knife Set,Home & Kitchen,North,1,48.51,0,48.51,25.4,23.11,2024-01,Jan 2024
2024-10-29,Smart Watch,Electronics,East,5,154.6,0,773.0,488.7,284.3,2024-10,Oct 2024
2024-05-17,Data Science Guide,Books,North,3,29.96,0,89.88,49.99,39.89,2024-05,May 2024
2024-08-15,Cutting Board,Home & Kitchen,East,2,25.1,0,50.2,25.72,24.48,2024-08,Aug 2024
2024-07-04,Data Science Guide,Books,East,4,27.75,0,111.0,67.05,43.95,2024-07,Jul 2024
2024-08-11,Python Programming,Books,North,5,27.11,0,135.55,67.05,68.5,2024-08,Aug 2024
2024-02-12,Knife Set,Home & Kitchen,North,5,46.32,15,196.86,121.94,74.92,2024-02,Feb 2024
2024-08-04,Laptop Stand,Electronics,West,5,44.08,0,220.4,102.08,118.32,2024-08,Aug 2024
2024-07-23,Smart Watch,Electronics,East,4,148.22,0,592.88,380.37,212.51,2024-07,Jul 2024
2024-11-26,Gym Gloves,Sports,East,4,19.0,0,76.0,45.23,30.77,2024-11,Nov 2024
2024-10-27,Air Fryer,Home & Kitchen,East,3,92.01,5,262.23,151.36,110.87,2024-10,Oct 2024
2024-11-16,Casual T-Shirt,Clothing,East,1,21.79,0,21.79,12.96,8.83,2024-11,Nov 2024
2024-10-08,Air Fryer,Home & Kitchen,West,1,107.53,0,107.53,53.34,54.19,2024-10,Oct 2024
2024-08-13,Wireless Headphones,Electronics,Central,5,96.99,10,436.46,250.61,185.85,2024-08,Aug 2024
2024-10-28,Resistance Bands,Sports,East,5,19.83,0,99.15,61.75,37.4,2024-10,Oct 2024
2024-06-09,Winter Hoodie,Clothing,North,1,60.29,0,60.29,37.43,22.86,2024-06,Jun 2024
2024-12-20,Wireless Headphones,Electronics,North,4,97.81,0,391.24,252.83,138.41,2024-12,Dec 2024
2024-09-30,Blender,Home & Kitchen,East,3,51.44,0,154.32,69.85,84.47,2024-09,Sep 2024
2024-02-28,USB-C Hub,Electronics,West,5,38.11,10,171.5,95.06,76.44,2024-02,Feb 2024
2024-12-17,Gym Gloves,Sports,Central,4,17.09,0,68.36,39.88,28.48,2024-12,Dec 2024
2024-03-26,Smart Watch,Electronics,West,4,134.46,0,537.84,280.43,257.41,2024-03,Mar 2024
2024-08-03,Resistance Bands,Sports,West,2,19.29,5,36.65,21.84,14.81,2024-08,Aug 2024
2024-12-14,Bluetooth Speaker,Electronics,North,3,70.13,0,210.39,132.6,77.79,2024-12,Dec 2024
2024-05-08,Laptop Stand,Electronics,Central,1,47.35,0,47.35,25.02,22.33,2024-05,May 2024
2024-12-24,Business Strategy,Books,North,3,21.01,0,63.03,40.87,22.16,2024-12,Dec 2024
2024-11-19,Winter Hoodie,Clothing,South,1,52.14,0,52.14,33.04,19.1,2024-11,Nov 2024
2024-02-10,Smart Watch,Electronics,West,1,140.92,10,126.83,60.83,66.0,2024-02,Feb 2024
2024-07-15,Air Fryer,Home & Kitchen,Central,3,100.25,0,300.75,154.97,145.78,2024-07,Jul 2024
2024-10-29,Finance 101,Books,South,2,25.88,0,51.76,31.37,20.39,2024-10,Oct 2024
2024-08-08,Denim Jacket,Clothing,North,1,57.55,0,57.55,26.28,31.27,2024-08,Aug 2024
2024-09-27,Blender,Home & Kitchen,North,3,55.08,0,165.24,101.16,64.08,2024-09,Sep 2024
2024-01-24,Finance 101,Books,West,2,25.56,0,51.12,27.74,23.38,2024-01,Jan 2024
2024-03-09,USB-C Hub,Electronics,South,5,36.86,0,184.3,98.29,86.01,2024-03,Mar 2024
2024-06-16,Cutting Board,Home & Kitchen,West,5,24.02,0,120.1,54.08,66.02,2024-06,Jun 2024
2024-08-26,Knife Set,Home & Kitchen,South,1,48.14,0,48.14,24.58,23.56,2024-08,Aug 2024
2024-07-24,Running Shoes,Clothing,South,1,73.06,10,65.75,40.2,25.55,2024-07,Jul 2024
2024-08-28,Gym Gloves,Sports,East,3,17.69,0,53.07,24.1,28.97,2024-08,Aug 2024
2024-01-10,Wireless Headphones,Electronics,South,1,86.54,10,77.89,44.9,32.99,2024-01,Jan 2024
2024-11-16,Bluetooth Speaker,Electronics,North,1,60.74,15,51.63,27.87,23.76,2024-11,Nov 2024
2024-06-15,Laptop Stand,Electronics,West,5,48.26,0,241.3,147.53,93.77,2024-06,Jun 2024
2024-12-05,Bluetooth Speaker,Electronics,North,4,60.55,0,242.2,146.03,96.17,2024-12,Dec 2024
2024-03-05,Cutting Board,Home & Kitchen,Central,1,24.4,0,24.4,14.82,9.58,2024-03,Mar 2024
2024-02-12,Coffee Maker,Home & Kitchen,North,4,73.07,0,292.28,167.53,124.75,2024-02,Feb 2024
2024-12-04,Self Help Book,Books,East,1,18.12,0,18.12,9.71,8.41,2024-12,Dec 2024
2024-05-26,Winter Hoodie,Clothing,Central,4,51.99,5,197.56,120.86,76.7,2024-05,May 2024
2024-01-22,Knife Set,Home & Kitchen,South,3,45.01,0,135.03,69.21,65.82,2024-01,Jan 2024
2024-03-23,Resistance Bands,Sports,West,3,18.05,0,54.15,24.93,29.22,2024-03,Mar 2024
2024-10-09,Cutting Board,Home & Kitchen,South,4,25.61,0,102.44,61.11,41.33,2024-10,Oct 2024
2024-02-19,Yoga Pants,Clothing,South,1,41.48,0,41.48,19.14,22.34,2024-02,Feb 2024
2024-03-24,Casual T-Shirt,Clothing,Central,3,21.14,0,63.42,41.1,22.32,2024-03,Mar 2024
2024-08-05,Denim Jacket,Clothing,Central,5,65.73,0,328.65,183.9,144.75,2024-08,Aug 2024
2024-08-06,Yoga Mat,Sports,West,1,34.28,0,34.28,16.83,17.45,2024-08,Aug 2024
2024-03-14,Denim Jacket,Clothing,South,2,61.24,0,122.48,56.97,65.51,2024-03,Mar 2024
2024-05-27,Protein Shaker,Sports,South,4,14.87,0,59.48,33.35,26.13,2024-05,May 2024
2024-10-09,Blender,Home & Kitchen,South,2,54.46,0,108.92,61.73,47.19,2024-10,Oct 2024
2024-03-05,Blender,Home & Kitchen,East,3,50.66,0,151.98,97.11,54.87,2024-03,Mar 2024
2024-10-04,Cutting Board,Home & Kitchen,North,4,26.01,0,104.04,55.31,48.73,2024-10,Oct 2024
2024-05-16,USB-C Hub,Electronics,Central,4,38.08,0,152.32,90.65,61.67,2024-05,May 2024
2024-10-09,Air Fryer,Home & Kitchen,East,2,90.93,0,181.86,115.1,66.76,2024-10,Oct 2024
2024-03-13,Casual T-Shirt,Clothing,South,3,18.04,0,54.12,30.99,23.13,2024-03,Mar 2024
2024-06-16,Coffee Maker,Home & Kitchen,West,1,84.03,0,84.03,53.13,30.9,2024-06,Jun 2024
2024-03-09,Wireless Headphones,Electronics,North,3,84.51,0,253.53,137.36,116.17,2024-03,Mar 2024
2024-01-16,Coffee Maker,Home & Kitchen,East,2,76.98,0,153.96,96.53,57.43,2024-01,Jan 2024
2024-03-17,Casual T-Shirt,Clothing,Central,3,20.47,0,61.41,36.7,24.71,2024-03,Mar 2024
2024-07-27,Blender,Home & Kitchen,West,1,51.77,0,51.77,26.75,25.02,2024-07,Jul 2024
2024-05-16,Yoga Mat,Sports,Central,2,37.01,0,74.02,42.64,31.38,2024-05,May 2024
2024-06-16,USB-C Hub,Electronics,West,4,35.25,0,141.0,85.56,55.44,2024-06,Jun 2024
2024-07-23,Yoga Pants,Clothing,East,4,40.72,0,162.88,88.59,74.29,2024-07,Jul 2024
2024-11-06,USB-C Hub,Electronics,North,3,34.37,0,103.11,51.77,51.34,2024-11,Nov 2024
2024-07-20,Bluetooth Speaker,Electronics,North,4,67.13,5,255.09,156.33,98.76,2024-07,Jul 2024
2024-05-08,Blender,Home & Kitchen,West,4,59.67,0,238.68,133.82,104.86,2024-05,May 2024
2024-02-21,Bluetooth Speaker,Electronics,South,1,69.27,0,69.27,42.38,26.89,2024-02,Feb 2024
2024-11-09,Python Programming,Books,South,1,26.98,10,24.28,11.3,12.98,2024-11,Nov 2024
2024-03-27,Data Science Guide,Books,Central,1,29.07,0,29.07,15.49,13.58,2024-03,Mar 2024
2024-06-13,Wireless Headphones,Electronics,North,5,92.95,0,464.75,254.63,210.12,2024-06,Jun 2024
2024-05-13,Winter Hoodie,Clothing,West,4,55.16,0,220.64,102.98,117.66,2024-05,May 2024
2024-05-01,Laptop Stand,Electronics,West,2,46.21,0,92.42,43.78,48.64,2024-05,May 2024
2024-09-03,Laptop Stand,Electronics,North,3,43.52,0,130.56,73.69,56.87,2024-09,Sep 2024
2024-01-19,Yoga Mat,Sports,South,3,36.38,0,109.14,52.86,56.28,2024-01,Jan 2024
2024-04-02,Blender,Home & Kitchen,East,5,57.16,0,285.8,181.95,103.85,2024-04,Apr 2024
2024-09-25,Denim Jacket,Clothing,East,5,63.18,0,315.9,190.99,124.91,2024-09,Sep 2024
2024-01-17,Yoga Mat,Sports,North,3,31.98,0,95.94,53.93,42.01,2024-01,Jan 2024
2024-01-25,Coffee Maker,Home & Kitchen,South,4,82.12,0,328.48,178.37,150.11,2024-01,Jan 2024
2024-04-27,Yoga Mat,Sports,East,1,35.22,0,35.22,21.63,13.59,2024-04,Apr 2024
2024-01-30,Yoga Pants,Clothing,North,1,42.43,10,38.19,18.74,19.45,2024-01,Jan 2024
2024-12-25,USB-C Hub,Electronics,North,4,37.44,0,149.76,96.8,52.96,2024-12,Dec 2024
2024-11-30,Winter Hoodie,Clothing,West,4,60.47,0,241.88,124.38,117.5,2024-11,Nov 2024
2024-05-11,Laptop Stand,Electronics,West,3,43.83,0,131.49,68.37,63.12,2024-05,May 2024
2024-09-12,Protein Shaker,Sports,West,1,14.62,0,14.62,6.86,7.76,2024-09,Sep 2024
2024-07-19,Wireless Headphones,Electronics,East,2,89.85,0,179.7,93.45,86.25,2024-07,Jul 2024
2024-07-29,Knife Set,Home & Kitchen,North,4,47.18,0,188.72,92.28,96.44,2024-07,Jul 2024
2024-08-02,Gym Gloves,Sports,North,3,17.76,0,53.28,33.06,20.22,2024-08,Aug 2024
2024-09-25,Coffee Maker,Home & Kitchen,South,3,75.38,0,226.14,115.96,110.18,2024-09,Sep 2024
2024-08-09,Laptop Stand,Electronics,Central,4,47.02,0,188.08,105.62,82.46,2024-08,Aug 2024
2024-12-11,Coffee Maker,Home & Kitchen,South,2,86.24,0,172.48,96.57,75.91,2024-12,Dec 2024
2024-08-09,Blender,Home & Kitchen,Central,5,53.07,0,265.35,129.54,135.81,2024-08,Aug 2024
2024-10-04,Cutting Board,Home & Kitchen,West,2,25.81,5,49.04,29.7,19.34,2024-10,Oct 2024
2024-12-05,Self Help Book,Books,West,4,16.74,0,66.96,36.35,30.61,2024-12,Dec 2024
2024-06-11,Bluetooth Speaker,Electronics,Central,5,66.69,5,316.78,192.21,124.57,2024-06,Jun 2024
2024-09-11,Yoga Pants,Clothing,East,5,39.49,0,197.45,92.58,104.87,2024-09,Sep 2024
2024-09-12,Air Fryer,Home & Kitchen,East,3,108.88,0,326.64,195.87,130.77,2024-09,Sep 2024
2024-12-12,Python Programming,Books,North,3,28.4,0,85.2,43.76,41.44,2024-12,Dec 2024
2024-10-30,Protein Shaker,Sports,South,5,14.2,0,71.0,42.8,28.2,2024-10,Oct 2024
2024-07-25,Knife Set,Home & Kitchen,North,3,40.55,10,109.48,58.35,51.13,2024-07,Jul 2024
2024-03-01,Yoga Pants,Clothing,East,5,42.05,0,210.25,124.36,85.89,2024-03,Mar 2024
2024-12-08,Casual T-Shirt,Clothing,East,3,21.72,0,65.16,36.2,28.96,2024-12,Dec 2024
2024-02-19,Laptop Stand,Electronics,South,4,48.25,0,193.0,123.13,69.87,2024-02,Feb 2024
2024-06-03,Blender,Home & Kitchen,West,2,50.71,10,91.28,52.61,38.67,2024-06,Jun 2024
2024-06-30,Laptop Stand,Electronics,West,2,45.49,0,90.98,55.68,35.3,2024-06,Jun 2024
2024-08-29,Casual T-Shirt,Clothing,North,1,21.35,0,21.35,9.69,11.66,2024-08,Aug 2024
2024-09-24,Business Strategy,Books,West,4,24.03,0,96.12,52.64,43.48,2024-09,Sep 2024
2024-08-17,Winter Hoodie,Clothing,East,2,59.63,0,119.26,67.81,51.45,2024-08,Aug 2024
2024-10-22,Casual T-Shirt,Clothing,North,2,18.34,0,36.68,22.97,13.71,2024-10,Oct 2024
2024-02-14,Protein Shaker,Sports,North,3,16.16,0,48.48,28.97,19.51,2024-02,Feb 2024
2024-07-30,Wireless Headphones,Electronics,Central,5,96.07,0,480.35,309.67,170.68,2024-07,Jul 2024
2024-10-02,Winter Hoodie,Clothing,North,4,50.24,15,170.82,104.78,66.04,2024-10,Oct 2024
2024-01-11,Gym Gloves,Sports,North,2,16.46,0,32.92,16.32,16.6,2024-01,Jan 2024
2024-09-27,Denim Jacket,Clothing,North,5,60.36,15,256.53,123.96,132.57,2024-09,Sep 2024
2024-12-25,USB-C Hub,Electronics,South,3,33.78,0,101.34,50.32,51.02,2024-12,Dec 2024
2024-05-04,USB-C Hub,Electronics,South,5,31.94,0,159.7,97.71,61.99,2024-05,May 2024
2024-01-11,Smart Watch,Electronics,West,4,152.49,0,609.96,332.85,277.11,2024-01,Jan 2024
2024-11-11,Business Strategy,Books,North,1,21.74,15,18.48,9.78,8.7,2024-11,Nov 2024
2024-09-21,Cutting Board,Home & Kitchen,South,5,24.24,0,121.2,78.58,42.62,2024-09,Sep 2024
2024-11-14,Coffee Maker,Home & Kitchen,South,5,86.73,5,411.97,215.99,195.98,2024-11,Nov 2024
2024-07-19,Smart Watch,Electronics,East,4,148.5,5,564.3,294.72,269.58,2024-07,Jul 2024
2024-10-21,Resistance Bands,Sports,North,4,19.66,0,78.64,49.6,29.04,2024-10,Oct 2024
2024-03-17,Yoga Mat,Sports,North,1,35.09,5,33.34,17.69,15.65,2024-03,Mar 2024
2024-07-05,Yoga Mat,Sports,West,4,32.66,5,124.11,68.03,56.08,2024-07,Jul 2024
2024-09-03,Winter Hoodie,Clothing,East,1,58.14,0,58.14,37.08,21.06,2024-09,Sep 2024
2024-10-13,Jump Rope,Sports,East,5,12.71,0,63.55,37.15,26.4,2024-10,Oct 2024
2024-01-13,Bluetooth Speaker,Electronics,Central,5,69.82,0,349.1,200.9,148.2,2024-01,Jan 2024
2024-09-29,Self Help Book,Books,East,2,17.05,10,30.69,19.61,11.08,2024-09,Sep 2024
2024-07-05,Blender,Home & Kitchen,North,5,54.65,0,273.25,164.53,108.72,2024-07,Jul 2024
2024-10-12,Smart Watch,Electronics,West,5,157.03,0,785.15,483.27,301.88,2024-10,Oct 2024
2024-04-21,Bluetooth Speaker,Electronics,West,1,65.14,0,65.14,41.18,23.96,2024-04,Apr 2024
2024-06-28,Cutting Board,Home & Kitchen,North,1,26.76,10,24.08,15.63,8.45,2024-06,Jun 2024
2024-09-21,Business Strategy,Books,South,4,22.99,0,91.96,52.57,39.39,2024-09,Sep 2024
2024-08-19,USB-C Hub,Electronics,South,2,34.24,0,68.48,32.53,35.95,2024-08,Aug 2024
2024-12-06,Python Programming,Books,West,2,26.98,0,53.96,28.93,25.03,2024-12,Dec 2024
2024-05-18,Wireless Headphones,Electronics,North,1,86.01,0,86.01,39.42,46.59,2024-05,May 2024
2024-05-26,Blender,Home & Kitchen,East,4,58.83,10,211.79,132.79,79.0,2024-05,May 2024
2024-06-12,Coffee Maker,Home & Kitchen,Central,2,78.3,0,156.6,87.48,69.12,2024-06,Jun 2024
2024-07-04,Casual T-Shirt,Clothing,Central,4,19.36,0,77.44,41.71,35.73,2024-07,Jul 2024
2024-04-06,Smart Watch,Electronics,Central,4,139.63,0,558.52,355.07,203.45,2024-04,Apr 2024
2024-07-02,Wireless Headphones,Electronics,North,4,84.96,0,339.84,183.43,156.41,2024-07,Jul 2024
